7	-3
11	-6
-4	5
0	-10
-2	-7
15	-15
11	12
5	4
11	-3
6	-2
-6	-29
-9	6
12	-12
9	-13
7	3
-1	4
10	-4
0	5
5	2
8	0
10	-11
-5	11
-2	-1
11	-10
-3	0
3	-4
-1	-9
-1	1
-11	9
-3	10
0	-4
4	0
-2	11
-12	3
2	4
10	-6
5	-14
1	0
0	-2
6	-6
-9	4
-5	-10
0	13
2	16
-1	0
-1	-8
3	-4
17	6
-6	-1
4	-3
-1	2
-9	-9
18	-1
-6	-5
-11	7
-1	-10
-10	-6
-7	3
0	-1
-4	1
13	-8
-2	-4
14	-10
-6	-1
22	-9
1	8
5	-5
9	-7
6	18
-7	-5
3	8
2	2
-12	-6
-3	16
3	1
10	10
-6	-13
-7	1
2	-8
1	-1
-7	-22
-1	-10
-4	1
8	6
-6	-8
2	4
-1	9
-6	0
8	-3
2	8
-6	-10
4	-3
-5	7
5	-11
-5	-17
13	-4
1	-12
2	8
7	-9
7	9
-8	18
13	-6
-1	-2
1	11
0	4
1	15
2	-2
6	5
7	-4
-16	-4
-4	1
-6	-5
9	9
11	3
2	8
-10	-15
-12	8
9	2
12	-7
-7	10
10	-2
1	3
-11	3
-21	-1
12	6
-3	-6
10	-23
-5	-18
10	1
6	5
-4	-6
-8	-14
-8	6
-5	0
2	-2
4	-7
7	17
5	13
-5	12
-7	10
9	-2
-1	-6
6	12
-8	-2
7	-1
7	16
-9	-8
-13	9
-2	2
8	15
-4	1
2	4
-1	-1
-2	0
-10	11
2	-9
-2	-1
-4	-5
-6	0
3	-10
-3	5
-4	-3
3	-6
3	-12
13	3
4	-10
-11	-20
-18	1
0	0
-3	2
-18	-5
12	11
5	5
5	4
5	-3
18	10
-17	0
-2	6
-2	-6
-3	-5
-9	-8
17	-16
-2	-1
3	23
4	-2
-2	-12
-6	3
13	-4
7	-4
-1	-5
1	8
-10	-4
-9	4
-14	-2
6	-5
-2	-3
-5	-8
13	-9
-4	0
-13	-17
-2	2
-4	10
-8	-2
-7	-4
-8	2
1	14
1	-1
3	-2
-23	7
9	0
6	0
-14	-2
5	2
15	13
-9	1
-11	-10
-3	-8
14	-12
-3	-7
11	-3
8	-15
5	2
12	7
-2	2
1	-1
-13	9
-10	-4
15	4
-8	10
-2	-5
16	-3
23	3
7	0
-15	5
-12	-5
10	3
-11	6
-12	-14
-1	1
2	5
-3	-15
11	4
7	-13
-3	5
-1	1
4	-4
5	-7
-22	-5
-10	2
-7	-2
12	7
-4	0
8	7
-2	-5
0	12
-1	-1
3	-12
-4	-3
6	5
-4	6
-13	9
-1	7
4	17
-9	8
-1	14
-7	-8
2	11
1	-3
-9	-8
-5	3
4	-3
2	-8
-4	-2
-1	7
12	-2
-1	6
5	5
0	-8
-5	-1
6	3
8	9
-2	-5
11	4
-6	-1
0	-7
-2	-14
2	-9
6	22
13	9
6	-9
7	-8
-6	3
-5	-8
-12	8
-8	5
16	-5
-19	1
-2	-7
7	3
-10	-7
6	7
-10	-7
-13	10
4	-8
4	-7
12	1
-14	-10
7	3
20	1
-9	4
-18	0
1	7
0	12
0	4
-2	14
-11	5
3	8
14	2
2	-7
15	-11
6	-3
-1	22
-2	2
0	0
3	2
10	-1
3	-2
-7	-4
-11	4
8	9
4	0
6	8
8	9
1	-2
13	-21
2	-11
3	1
0	4
6	3
-1	-5
6	4
-9	5
-9	6
-5	-4
11	-8
-10	-12
-12	7
-14	2
1	-5
-8	-2
9	7
4	13
4	3
5	-1
0	7
-10	-14
1	-1
-2	6
-7	5
15	2
1	-2
6	-3
12	5
-4	0
-5	0
12	-3
-4	4
12	10
2	-8
19	19
4	-1
1	0
-11	12
5	11
-4	-13
10	-12
-3	8
-9	7
26	-6
-1	-3
-1	6
1	-6
-6	14
12	1
3	-1
4	5
-7	8
13	-4
16	-9
1	13
-9	-7
12	3
6	-5
-9	-5
-9	1
0	11
10	-3
-5	-4
2	-5
-1	10
-11	-4
-22	-3
-11	-6
11	7
0	-12
-10	19
-8	-7
7	2
-16	11
-5	-5
-8	3
9	-2
-4	8
-7	-6
-14	-1
-9	6
-11	-6
-1	13
-1	9
8	1
-5	16
-6	-7
4	1
0	10
-1	-6
6	-6
-3	-1
-8	14
-16	-11
5	1
7	5
-1	-18
-2	-7
10	-4
4	-3
3	-10
-16	-1
-1	1
-8	0
4	4
-17	2
3	2
-7	8
9	-7
11	14
11	7
8	3
-5	6
-1	-4
10	-3
8	1
-19	0
-13	22
-12	4
1	-11
11	-9
3	3
-1	1
-5	-14
-7	-8
10	2
7	-23
6	4
-4	-10
-2	5
14	10
6	6
-6	0
10	10
-9	-6
-11	-20
-5	6
7	7
7	-4
-7	-1
-1	6
3	-4
-2	6
-13	5
9	10
6	3
-2	4
-5	-8
-1	6
-2	-2
1	5
-10	-12
-4	1
5	10
-6	-11
-1	1
3	4
3	1
-14	-11
-7	2
4	-7
-1	4
4	0
2	5
-1	7
