11	5
2	-1
-3	4
-3	-2
-7	-4
4	-4
8	10
9	4
4	-6
5	-3
0	-18
-14	2
3	-9
7	-7
3	-5
-2	-6
9	-8
-2	-2
2	-5
1	1
6	-9
-2	10
0	-4
2	-4
-3	-3
4	-6
-3	-5
-1	-5
-10	5
-7	10
-2	-1
-2	-4
-3	19
-7	1
2	6
15	-1
1	-11
1	-1
2	-6
8	-3
-5	8
-8	-1
4	19
3	7
2	9
3	0
6	-4
11	0
5	-6
8	-3
0	3
-9	-4
15	3
-2	-6
-7	6
-2	-7
-9	0
-7	2
4	-1
-4	3
10	-3
6	6
8	-11
-4	-6
22	-7
1	8
6	-4
1	0
2	14
-6	-3
3	1
5	-3
-6	-3
-7	12
10	-1
5	10
-4	-10
-2	7
7	-6
2	2
3	-10
-6	-7
-5	-4
4	0
-5	-10
0	2
5	2
-8	4
10	1
-2	7
-3	0
-1	-1
0	7
1	-7
-2	-9
6	-2
4	-8
1	11
5	-4
9	7
-10	11
12	-4
0	-4
0	5
4	6
-2	1
0	0
0	7
3	-5
-3	-8
-6	0
-8	-2
8	9
10	3
10	1
-9	-5
-8	3
7	2
12	-12
-5	3
5	-7
-2	9
-5	-5
-10	-7
8	0
3	-7
9	-15
1	-13
11	-7
3	3
5	-5
2	-9
-7	-3
-6	1
-2	-1
1	2
9	14
6	10
-2	10
-2	7
6	-1
-3	-11
4	6
-4	0
5	-4
6	15
-5	-3
-8	10
0	1
-1	7
-1	1
2	6
2	2
-4	-3
-7	2
7	-9
-5	0
-3	-8
-5	-3
0	-5
0	4
5	-5
1	-7
3	-11
13	5
7	-5
-14	-13
-11	-1
-1	0
-3	-2
-10	-2
11	15
3	1
5	0
4	0
8	11
-14	3
-4	6
5	-6
-9	2
-11	-5
11	-10
0	-2
-2	16
6	-5
-6	-6
-7	-2
12	-4
4	-5
5	-4
8	5
-7	-10
-2	-5
-18	0
9	5
-9	-7
-2	-5
13	4
4	-1
-9	-15
-3	3
-2	8
-6	-3
2	-7
-7	0
-5	10
4	-1
-4	-3
-18	0
1	0
5	2
-11	3
2	0
16	4
-8	2
-7	-15
5	-8
10	-9
-3	-2
4	3
4	-2
1	6
11	7
-6	0
-1	3
-1	8
-12	-5
7	7
-7	12
1	-4
11	2
14	-4
6	-2
-13	2
-13	-3
2	0
-12	3
-6	-7
1	0
0	4
-4	-9
8	4
7	-13
-2	3
-1	-3
7	-2
1	2
-9	-2
-9	9
-3	-3
12	1
-2	-2
0	6
5	-2
10	7
-4	4
4	-11
-5	8
6	2
-3	6
-7	4
-4	-2
2	15
-9	8
5	11
-6	-4
5	9
-1	-4
1	-7
-3	0
6	-2
4	-1
-14	3
-4	3
5	-6
-9	5
6	2
-9	-8
0	-10
8	0
6	9
-7	-3
14	-2
0	2
4	-11
-1	-4
6	-10
-1	18
9	5
10	0
4	-4
2	0
-2	-16
-8	-6
-8	5
16	-9
-20	5
-1	-2
6	2
-3	-8
8	5
-7	-7
-12	11
3	-5
-1	1
4	1
-15	-6
-3	-2
12	-2
-6	3
-13	2
1	6
-2	10
3	-7
-2	12
-9	-1
2	9
15	-2
-3	0
13	-4
2	-2
4	20
2	4
4	3
8	6
4	-1
-1	0
0	-8
-8	-4
1	8
4	0
-1	9
-1	4
7	-4
5	-15
4	-10
-1	-3
-4	0
1	2
-3	-4
9	8
-9	4
-4	8
-1	-4
1	-9
-11	-11
-2	8
-7	0
4	-3
-11	1
14	5
4	13
2	4
8	0
-6	8
-5	-11
-1	2
-6	3
0	10
4	-3
-5	-5
4	6
14	4
-2	3
-6	1
11	-6
-7	4
16	9
-3	-7
21	15
0	-2
0	4
0	10
5	1
-3	-17
2	-5
0	0
-1	-6
22	-11
-2	-8
-3	2
-2	-1
-2	7
14	1
-1	0
0	0
-12	5
15	-2
19	-1
2	8
-6	-5
4	7
7	-1
-10	-6
-3	5
1	4
6	-6
-4	2
11	-4
2	10
-16	-6
-18	1
-5	-4
7	3
3	-14
-4	14
-12	-3
3	-4
-10	10
-5	-2
-10	1
10	-3
-6	5
-10	-1
-13	2
-3	6
-14	-11
1	12
-7	13
5	-3
-3	5
-3	-5
6	-1
4	6
-14	2
5	-4
-3	-6
-4	8
-16	-4
2	0
5	5
1	-13
1	-3
3	4
3	2
3	-3
-14	-2
1	6
-7	-3
7	5
-10	2
7	3
-4	9
11	-6
6	17
9	7
8	4
-5	-1
-5	-6
13	2
0	1
-17	0
-6	19
-8	8
-2	-4
14	-4
4	3
4	5
0	-10
0	-5
10	4
5	-18
10	1
-5	-5
4	4
2	12
14	8
-5	-1
7	12
-2	-6
-2	-11
-1	2
7	2
5	4
-9	5
4	2
1	-8
0	6
-12	7
10	8
1	4
-7	2
-4	-6
2	-1
-3	0
9	6
-11	-13
-2	10
0	9
-4	-8
-1	-2
4	4
-6	-4
-10	-10
-5	1
-2	-6
1	5
3	-7
0	-1
-1	11
